CalcLocation,Name,Address,City,State,Zip,formated_phone,Status,Icon,Type
"32.75619000,-117.09522600",Viet Pharmacy and Medical Supplies,4616 EL CAJON BLVD STE 6,SAN DIEGO,CA,921154490,619-563-8212,open,small_green,Pharmacy
"37.87802900,-122.26868900",Walgreens #13858,1607 Shattuck Ave,Berkeley,CA,947091611,510-423-9430,open,small_green,Pharmacy
"33.84348900,-116.52697200",White Cross Pharmacy #1,1717 East Vista Chino Drive B-2,Palm Springs,CA,922623700,760-322-6700,open,small_green,Pharmacy
"38.10026000,-121.26332800",COSTCO PHARMACY #1091,2680 REYNOLDS RANCH PKWY,LODI,CA,952406848,209-366-7301,open,small_green,Pharmacy
"37.78217300,-122.49294500",CVS Pharmacy #04675,377 32nd Ave,San Francisco,CA,941211738,415-666-3153,open,small_green,Pharmacy
"33.75126600,-117.95573100",California Pharmacy,14541 Brookhurst St Ste C5,Westminster,CA,926835784,714-775-2000,unknown,small_yellow,Pharmacy
"34.03670000,-118.26549000",Cal Med Pharmacy,1414 S GRAND AVE STE 101,LOS ANGELES,CA,900153067,213-746-4677,open,small_green,Pharmacy
"38.79501300,-122.55783600",Coyote Valley Pharmacy,18990 Coyote Valley Rd,Hidden Valley Lake,CA,954678339,707-987-8502,not participating,measle_white,Pharmacy
"34.24316200,-119.17796900",CVS Pharmacy #17620,2850 N Oxnard Blvd,Oxnard,CA,93036,805-288-3643,open,small_green,Pharmacy
"35.25240400,-120.68514700",CVS Pharmacy #17619,11990 Los Osos Valley Rd,San Luis Obispo,CA,93405,805-858-9903,open,small_green,Pharmacy
"37.92581000,-122.38555900",Point Rx,139 W. Richmond Ave Ste B,Point Richmond,CA,94801,844-300-3244,not participating,measle_white,Pharmacy
"34.15684200,-118.36953600",CVS Pharmacy #01573,4744 Lankershim Blvd,North Hollywood,CA,916021833,818-505-0484,open,small_green,Pharmacy
"34.15772300,-118.49198600",CVS Pharmacy #02958,16461 Ventura Blvd,Encino,CA,914364368,818-986-2117,open,small_green,Pharmacy
"33.06316200,-117.26485400",CVS Pharmacy #16416,1010 N El Camino Real,Encinitas,CA,92024,760-697-9107,open,small_green,Pharmacy
"33.67504700,-117.78857400",Bristol Pharmacy,250 E Yale Loop Ste C,Irvine,CA,926044697,949-654-7904,not participating,measle_white,Pharmacy
"34.09050000,-118.33832000",Walgreens #12057,1050 N Highland Ave,Los Angeles,CA,900382407,323-463-1692,open,small_green,Pharmacy
"34.10154500,-118.30720400",LG Pharmacy,5400 Hollywood Blvd Unit A,Los Angeles,CA,900273406,323-664-6664,not participating,measle_white,Pharmacy
"37.85067500,-122.25178600",SAFEWAY PHARMACY #2870,6310 COLLEGE AVE,OAKLAND,CA,946181332,510-985-0017,open,small_green,Pharmacy
"36.79334400,-119.78094200",PILL BOX PHARMACY,2608 E Ashlan Ave,Fresno,CA,937263207,559-492-2162,open,small_green,Pharmacy
"33.85757900,-117.91873600",WalMart Pharmacy 10-5930,88 E Orangethorpe Ave,Anaheim,CA,928011206,714-626-0014,open,small_green,Pharmacy
"33.47674400,-117.12023600",Hope Pharmacy,31150 Temecula Pkwy Ste 100,Temecula,CA,925922921,951-302-3111,open,small_green,Pharmacy
"33.96016000,-118.39599000",PLAZA WEST PHARMACY,8540 S SEPULVEDA BLVD SUITE 102,LOS ANGELES,CA,900453807,310-645-6422,open,small_green,Pharmacy
"38.49396700,-121.43837800",Vangs Pharmacy,7260 E Southgate Dr Ste E,SACRAMENTO,CA,958232627,916-393-5961,not participating,measle_white,Pharmacy
"33.68934800,-116.18408400",La Botica Pharmacy,49281 Grapefruit Blvd STE 2,Coachella,CA,922361486,760-296-3468,open,small_green,Pharmacy
"38.65584700,-121.07216200",Walgreens #12840,8230 Saratoga Way,El Dorado Hills,CA,957624581,916-939-6439,open,small_green,Pharmacy
"34.25159700,-118.29383300",MIRACLE PHARMACY,7418-7420 Foothill Blvd,Tujunga,CA,91042,818-273-4602,unknown,small_yellow,Pharmacy
"34.11544100,-117.87271700",TRINITY PHARMACY,1335 S Grand Ave,Glendora,CA,917405046,626-335-2700,unknown,small_yellow,Pharmacy
"33.68698900,-117.97047700",CARE ONE PHARMACY,9055 Garfield Ave,Fountain Valley,CA,927086560,714-962-4010,not participating,measle_white,Pharmacy
"33.87297500,-118.29887600",SAMS PHARMACY 10-6617,1399 W Artesia Blvd,Gardena,CA,902483363,310-800-9863,open,small_green,Pharmacy
"33.66102400,-117.29976200",Walgreens #13813,160 Diamond Dr,Lake Elsinore,CA,925304401,951-674-3562,open,small_green,Pharmacy
"38.16497100,-122.25173900",WALGREENS #11365,210 American Canyon Rd,American Canyon,CA,945033004,707-557-0103,open,small_green,Pharmacy
"33.97468700,-117.55775700",Walgreens #13657,12574 Limonite Ave,Eastvale,CA,917523684,951-520-0187,open,small_green,Pharmacy
"33.87425000,-118.04801500",Cerritos Medical Pharmacy,13325 Artesia Blvd,Cerritos,CA,907031316,562-926-5900,open,small_green,Pharmacy
"33.96024200,-117.59389700",CVS Pharmacy #05958,14220 Schleisman Rd,Eastvale,CA,92880,951-340-0875,open,small_green,Pharmacy
"33.92321200,-118.15141800",Walgreens #9842,8030 Imperial Hwy,Downey,CA,902423714,562-861-6186,open,small_green,Pharmacy
"37.23133400,-121.97910500",SAFEWAY PHARMACY #2815,470 NORTH SANTA CRUZ AVE,LOS GATOS,CA,950325313,408-354-7436,open,small_green,Pharmacy
"38.38459000,-121.37158500",Kaiser Permanente Pharmacy #303,10305 Promenade Pkwy Fl 1,Elk Grove,CA,957579400,916-544-6060,not participating,measle_white,Pharmacy
"35.03347000,-120.48928200",Nipomo Rexall Drugs,695 W Tefft Street #A,Nipomo,CA,93444,805-929-1929,open,small_green,Pharmacy
"37.70283900,-121.85352300",CVS Pharmacy #17628,2800 DUBLIN BLVD,DUBLIN,CA,94568,925-241-1043,open,small_green,Pharmacy
"33.46367400,-117.60614100",CVS Pharmacy #17610,990 Avenida Vista Hermosa,SAN CLEMENTE,CA,92673,949-456-8668,open,small_green,Pharmacy
"32.91124800,-117.14588500",CVS Pharmacy #16103,8251 Mira Mesa Blvd,San Diego,CA,92126,858-357-2002,open,small_green,Pharmacy
"34.67354600,-118.14908900",CVS Pharmacy #16069,43525 10th St W,Lancaster,CA,93534,661-674-3126,open,small_green,Pharmacy
"34.07853400,-117.29200400",CVS Pharmacy #16042,499 W Orange Show Rd,San Bernardino,CA,92408,909-379-0003,open,small_green,Pharmacy
"32.80764800,-115.56927700",Preferred Pharmacy,1601 N Imperial Ave Ste B,El Centro,CA,922431399,760-592-4650,open,small_green,Pharmacy
"38.47070000,-121.42257400",Kaiser Permanente Pharmacy #609,6600 Bruceville Rd FL 1 South Tower,Sacramento,CA,958234671,916-627-7100,not participating,measle_white,Pharmacy
"34.09108600,-118.14714400",CVS Pharmacy #16041,2120 W Main St,Alhambra,CA,91801,626-863-1200,open,small_green,Pharmacy
"33.74782600,-117.82854600",CURA PHARMACY,17400 Irvine Blvd Ste P,Tustin,CA,927803030,714-505-2872,open,small_green,Pharmacy
"33.81199100,-118.33795900",Torrance Pharmacy & Compounding Center,23600 Telo Ave Ste 155,Torrance,CA,905054035,424-250-1701,open,small_green,Pharmacy
"34.52160800,-117.32896700",Walgreens #12576,15318 Roy Rogers Dr,Victorville,CA,923942160,760-952-7555,open,small_green,Pharmacy
"35.77464300,-119.24843200",Walgreens #10827,1435 High St,Delano,CA,932151714,661-721-2294,open,small_green,Pharmacy
"32.75014000,-117.10181900",Walgreens #13161,4029 43rd St Ste 700,San Diego,CA,921058538,619-521-9753,open,small_green,Pharmacy
"37.57628800,-122.34724700",SAFEWAY PHARMACY #1547,1450 HOWARD AVENUE,BURLINGAME,CA,940104202,650-343-3932,open,small_green,Pharmacy
"33.94648800,-118.06476200",ROSE PHARMACY,12540 Mccann Dr,Santa Fe Springs,CA,906703337,714-664-0518,open,small_green,Pharmacy
"33.77194300,-117.95517600",Advanced Healthcare Pharmacy,13129 Brookhurst St,Garden Grove,CA,928431079,714-530-8088,unknown,small_yellow,Pharmacy
"33.98032600,-117.97477100",Heidi's Pharmacy,3150 Colima Rd Ste B,Hacienda Heights,CA,917456356,626-333-7878,open,small_green,Pharmacy
"34.00523000,-118.28291000",CareMax Pharmacy #2,4301 S Figueroa St Ste E,Los Angeles,CA,900372671,323-234-4343,not participating,measle_white,Pharmacy
"34.05556400,-118.44224400",Platinum Pharmacy.,1377 Westwood Blvd,Los Angeles,CA,900244811,310-444-7979,open,small_green,Pharmacy
"38.26424800,-122.05175100",Gateway Pharmacy,1330 GATEWAY BLVD SUIT B2 GATEWAY BLVD,Fairfield,CA,94533,707-422-0500,open,small_green,Pharmacy
"38.32157400,-122.30530400",Walgreens #11822,1685 Trancas St,Napa,CA,945583323,707-257-1154,open,small_green,Pharmacy
"33.87342500,-118.35299900",Walgreens #6496,2321 Hawthorne Blvd,Redondo Beach,CA,902783400,310-214-4891,open,small_green,Pharmacy
"38.60859100,-121.47542000",PAYLESS PHARMACY,2303 Northgate Blvd,Sacramento,CA,958332504,916-624-9900,open,small_green,Pharmacy
"33.87850000,-117.56441700",Cole's Village Pharmacy,223 E 3rd St,Corona,CA,928791438,951-444-7057,unknown,small_yellow,Pharmacy
"33.55187500,-117.67094100",C3 HEALTHCARERX,28251 Marguerite Pkwy Ste D,Mission Viejo,CA,926923721,949-276-8777,not participating,measle_white,Pharmacy
"33.62963100,-117.92862700",King's Pharmacy and Compounding Center,510 Superior Ave Ste 120,Newport Beach,CA,926633665,949-631-4624,open,small_green,Pharmacy
"34.10563800,-117.43206300",St Mina pharmacy,8110 Mango Ave Ste 105,Fontana,CA,923353603,909-350-3200,not participating,measle_white,Pharmacy
"34.18458400,-118.35831900",UMC Pharmacy,4318 W Victory Blvd,Burbank,CA,915051334,818-559-2223,open,small_green,Pharmacy
"34.00029600,-118.08075300","W & P Pharmacy, Inc.",9205 Whittier Blvd,Pico Rivera,CA,906602450,562-566-3160,not participating,measle_white,Pharmacy
"35.59491100,-119.33359200",EXPRESS PHARMACY#4,650 F St,Wasco,CA,932802018,661-240-5900,open,small_green,Pharmacy
"34.05389200,-118.40234000","Community, A Walgreens Pharmacy #15190",1399 Roxbury Dr,Los Angeles,CA,900354709,310-203-1007,open,small_green,Pharmacy
"33.97590000,-117.34937000",Walgreens #7990,1745 University Ave,Riverside,CA,925075343,951-684-5661,open,small_green,Pharmacy
"33.10339800,-117.26656600",PHARMACA INTEGRATIVE PHARMACY,6985 EL CAMINO REAL STE A103,CARLSBAD,CA,92009,760-444-3810,open,small_green,Pharmacy
"34.08084400,-118.07690600",PAYLESS PHARMACY,8841 Valley Blvd,Rosemead,CA,917701713,626-287-2889,not participating,measle_white,Pharmacy
"37.65611100,-121.89944900",SAFEWAY PHARMACY #2856,6790 BERNAL AVE,PLEASANTON,CA,945661218,925-484-1960,open,small_green,Pharmacy
"37.75857200,-120.86210600",Oakdale Pharmacy,1390 W H St Ste F,Oakdale,CA,953613529,209-322-3745,open,small_green,Pharmacy
"39.73881000,-121.80538700",CVS Pharmacy #02881,1120 Forest Ave,Chico,CA,95928,530-894-5112,open,small_green,Pharmacy
"37.82700600,-122.25117400",Wellspring Pharmacy,4184 Piedmont Ave Ste C,Oakland,CA,94611,510-428-1559,not participating,measle_white,Pharmacy
"35.34017300,-119.12858500",CVS Pharmacy #04221,11300 Ming Ave,Bakersfield,CA,93311,661-664-0187,open,small_green,Pharmacy
"33.98853400,-117.90508700",Eastland Pharmacy,18339 Colima Rd Ste A STE A,ROWLAND HEIGHTS,CA,917482792,626-810-1056,unknown,small_yellow,Pharmacy
"33.90189100,-118.11611700",B&B Pharmacy,10244 ROSECRANS AVE,BELLFLOWER,CA,90706,562-866-8363,open,small_green,Pharmacy
"34.06674800,-118.40743500",THE PRESCRIPTION CENTER,9730 Wilshire Blvd Ste 103 & 114,Beverly Hills,CA,902122003,310-274-7113,open,small_green,Pharmacy
"34.24216300,-119.01864600",Seena Pharmacy,3901 Las Posas Rd Ste 101,Camarillo,CA,930101505,805-419-2686,open,small_green,Pharmacy
"34.57343500,-118.04424300",CVS Pharmacy #03055,38012 47th St East,Palmdale,CA,93552,661-285-1681,open,small_green,Pharmacy
"37.50176900,-121.96838800",CVS Pharmacy #17592,43950 PACIFIC COMMONS BLVD,Fremont,CA,94538,510-771-1617,open,small_green,Pharmacy
"37.87612000,-122.45898900",CVS Pharmacy #01483,1599 Tiburon Blvd,Tiburon,CA,949202525,415-435-3843,open,small_green,Pharmacy
"37.76643000,-122.17777200",CVS Pharmacy #08431,7200 Bancroft Ave,Oakland,CA,946052403,510-569-2795,open,small_green,Pharmacy
"40.61172200,-122.38143000",CVS Pharmacy #11345,317 Lake Blvd Ste B,Redding,CA,96003,530-999-6099,open,small_green,Pharmacy
"37.97125000,-122.06152000",SAFEWAY PHARMACY #2941,707 CONTRA COSTA BLVD,PLEASANT HILL,CA,945231516,925-689-8466,open,small_green,Pharmacy
"37.79287100,-122.40074800",CVS Pharmacy #07657,351 California St,San Francisco,CA,94104,415-398-2578,open,small_green,Pharmacy
"38.54569200,-121.45361600",MED-AID PHARMACY,3100 Stockton Blvd,Sacramento,CA,958201417,916-736-3188,open,small_green,Pharmacy
"37.25701200,-121.87632700",WalMart Pharmacy 10-5884,5095 Almaden Expy,San Jose,CA,951182051,408-600-3261,open,small_green,Pharmacy
"33.76090100,-117.91925200",MARIA PHARMACY,13872 Harbor Blvd Ste 1A,Garden Grove,CA,928434000,714-554-4754,not participating,measle_white,Pharmacy
"32.74964800,-117.16823300",VONS PHARMACY #2784,515 W WASHINGTON ST,SAN DIEGO,CA,92103,619-299-0079,open,small_green,Pharmacy
"38.74681800,-121.25053300",Kaiser Permanente Pharmacy #596,1600 Eureka Rd Bldg 1 Fl 2,Roseville,CA,956613027,916-784-4655,not participating,measle_white,Pharmacy
"34.09733500,-117.75444200",Bonita Family Pharmacy,250 W Bonita Ave,Pomona,CA,917671863,909-593-3400,open,small_green,Pharmacy
"33.73261300,-117.99697000",COSTCO PHARMACY #1110,7562 CENTER AVE,HUNTINGTON BEACH,CA,926473002,714-372-7511,open,small_green,Pharmacy
"33.72957200,-117.92012600",Harbor Pharmacy,16040 Harbor Blvd Ste K,Fountain Valley,CA,927081327,714-531-9988,not participating,measle_white,Pharmacy
"37.39257300,-122.09662300",Walgreens #13948,1905 W El Camino Real,Mountain View,CA,940402216,650-967-3531,open,small_green,Pharmacy
"34.02799200,-118.48605000",UCLA 16th Street Pharmacy,1223 16th St Rm 1202,Santa Monica,CA,904041217,424-259-8520,not participating,measle_white,Pharmacy
"33.70783300,-116.23335400",Kaiser Permanente Pharmacy #532,46900 E Monroe St Ste E,Indio,CA,922014827,760-775-8701,not participating,measle_white,Pharmacy
"36.29649300,-119.31077600",WalMart Pharmacy 10-5956,3750 S Mooney Blvd,Visalia,CA,932778021,559-802-4443,open,small_green,Pharmacy
"33.79967000,-117.22777600",Nuevo Pharmacy,75 W Nuevo Rd Ste H,Perris,CA,92571,951-322-4700,open,small_green,Pharmacy
"34.46796200,-118.19561500",ACTON VALE PHARMACY,3630 SMITH AVE STE A,ACTON,CA,935101957,661-269-9911,open,small_green,Pharmacy
"34.13571000,-117.25018500",California Pharmacy,1689-B Highland Avenue,San Bernardino,CA,92404,909-708-8100,not participating,measle_white,Pharmacy
"36.73747500,-119.68295900",CVS Pharmacy #10074,5995 E Kings Canyon Rd,Fresno,CA,93727,559-252-1124,open,small_green,Pharmacy
"34.04755000,-118.20883000",Walgreens #12529,305 N Breed St,Los Angeles,CA,900331801,323-264-0347,open,small_green,Pharmacy
"37.95549000,-122.03905000",Walgreens #15003,1990 Monument Blvd,Concord,CA,945203800,925-689-7812,open,small_green,Pharmacy
"34.08930600,-118.37603300","Community, A Walgreens Pharmacy #15294",8490 SANTA MONICA BLVD STE 1,WEST HOLLYWOOD,CA,900694261,310-657-4333,open,small_green,Pharmacy
"37.76516100,-122.43248100","Community, A Walgreens Pharmacy #15296",2262 MARKET ST,SAN FRANCISCO,CA,941141508,415-255-0101,open,small_green,Pharmacy
"34.16043500,-118.44849500","Community, A Walgreens Pharmacy #15293",4940 VAN NUYS BLVD STE 104,SHERMAN OAKS,CA,914031700,818-990-3784,open,small_green,Pharmacy
"34.14028500,-118.37037500",Walgreens #11918,11000 Ventura Blvd,Studio City,CA,916043546,818-761-6563,open,small_green,Pharmacy
"34.04310600,-118.22186400",Pico Aliso Community Pharmacy,1625 E 4th St,Los Angeles,CA,900334201,323-859-2823,open,small_green,Pharmacy
"40.78079100,-124.19036600",WalMart Pharmacy 10-5629,3300 Broadway Ste D,Eureka,CA,955013825,707-832-5274,open,small_green,Pharmacy
"33.06927800,-117.26591200",WalMart Pharmacy 10-5886,1550 Leucadia Blvd,Encinitas,CA,920242371,760-704-0259,open,small_green,Pharmacy
"33.66705700,-117.86786700",Best Choice Pharmacy,4229 Birch St Ste 100,Newport Beach,CA,926601959,949-724-4000,not participating,measle_white,Pharmacy
"33.61099300,-117.71177500",TAJ MAHAL MEDICAL CENTER PHARMACY,23521 Paseo De Valencia Ste 115A,Laguna Hills,CA,926533137,949-586-4575,not participating,measle_white,Pharmacy
"36.96883300,-122.02421900",Walgreens #15108,201 Front Street,Santa Cruz,CA,950604544,831-421-9142,open,small_green,Pharmacy
"34.04686000,-118.24182000",Kyoto Pharmacy,420 E 3rd St Ste 106,Los Angeles,CA,900131645,213-253-5999,open,small_green,Pharmacy
"33.85195000,-117.84521800",Kaiser Permanente Pharmacy #363,3430 E La Palma Ave Bldg 2 Floor 1,Anaheim,CA,928062020,866-523-8007,not participating,measle_white,Pharmacy
"32.67901900,-115.51426300",Farmacia Del Pueblo,801 E Birch St  Ste #4,Calexico,CA,92231,760-768-6000,open,small_green,Pharmacy
"33.70446900,-117.98718400",Beach Professional Pharmacy,17742 Beach Blvd Ste 100,HUNTINGTON BEACH,CA,926476847,714-848-4447,open,small_green,Pharmacy
"38.04895800,-121.37384000",WalMart Pharmacy 10-3352,10355 Trinity Pkwy,Stockton,CA,952197243,209-235-1505,open,small_green,Pharmacy
"33.91719100,-117.93642800",WalMart Pharmacy 10-5641,1000 E Imperial Hwy,La Habra,CA,906317452,714-869-0539,open,small_green,Pharmacy
"34.18507200,-118.31009000",BURBANK VILLAGE PHARMACY,337 E Magnolia Blvd,Burbank,CA,915021132,818-260-0062,not participating,measle_white,Pharmacy
"34.10155300,-118.31338700",WILTON CARE PHARMACY,5660 Hollywood Blvd,Los Angeles,CA,900286810,323-463-0800,not participating,measle_white,Pharmacy
"34.18684000,-118.39847800",DUOMO PHARMACY,12157 Victory Blvd # A,North Hollywood,CA,916063204,818-980-4999,open,small_green,Pharmacy
"34.27361300,-118.77353200",Simi Pharmacy,1357 E Los Angeles Ave Ste C,Simi Valley,CA,930655823,805-582-7474,open,small_green,Pharmacy
"37.80482500,-122.41702200",Walgreens #15127,1175 Columbus Ave,San Francisco,CA,941331729,415-345-1079,open,small_green,Pharmacy
"35.35790500,-119.06211100",ZOHA'S PHARMACY,5458 California Ave,Bakersfield,CA,933091618,661-322-7979,open,small_green,Pharmacy
"36.97581800,-121.96506700",CVS Pharmacy #17641,1825 41st Ave,Capitola,CA,95010,831-464-8627,open,small_green,Pharmacy
"33.68691700,-116.40751100",DesertRx Pharmacy,73-091 COUNTRY CLUB DR STE A4,PALM DESERT,CA,92260,760-836-3738,open,small_green,Pharmacy
"33.80468900,-118.19840300",ST MARY PHARMACY,505 W Willow St,Long Beach,CA,908062830,562-492-9484,open,small_green,Pharmacy
"34.47161400,-117.29783900",Best Pharmacy,16850 Bear Valley Rd,Victorville,CA,923955794,760-962-9220,open,small_green,Pharmacy
"38.02179900,-121.35554200",Walgreens #9723,3131 W Hammer Ln,Stockton,CA,952092747,209-476-8819,open,small_green,Pharmacy
"37.78940500,-122.40054400",CVS Pharmacy #10035,581 Market St,San Francisco,CA,941052847,415-777-1654,open,small_green,Pharmacy
"33.65555500,-117.98705000",WalMart Pharmacy 10-5601,21132 Beach Blvd,Huntington Beach,CA,926485404,714-274-4499,open,small_green,Pharmacy
"33.64090100,-117.60105000",WalMart Pharmacy 10-5600,30491 Avenida De Las Flores,Rancho Santa Margarita,CA,926883923,949-207-5155,open,small_green,Pharmacy
"34.02030900,-118.15778800",CVS Pharmacy #04524,5176 E Whittier Blvd,Los Angeles,CA,90022,323-307-0702,open,small_green,Pharmacy
"33.78197800,-117.95809300",APPLE PHARMACY,12440 Brookhurst St,Garden Grove,CA,928404716,714-537-8099,not participating,measle_white,Pharmacy
"34.04709000,-118.28751000",PICO SQUARE PHARMACY,2334 W Pico Blvd,Los Angeles,CA,900064802,213-385-0076,unknown,small_yellow,Pharmacy
"33.98315500,-117.32859800",ABC Pharmacy,777 W Blaine St,Riverside,CA,925073940,951-299-9922,open,small_green,Pharmacy
"34.09104100,-117.96012100",BIG 8 PHARMACY,4318 Maine Ave Ste C,Baldwin Park,CA,917063326,626-851-8108,unknown,small_yellow,Pharmacy
"38.60145700,-121.39378000",Kaiser Permanente Pharmacy #610,2025 Morse Ave Fl 2,Sacramento,CA,958252115,916-973-5362,not participating,measle_white,Pharmacy
"34.20327600,-118.62963000",Carefirstrx Pharmacy,7325 Medical Center Dr Ste 102,West Hills,CA,913074110,818-887-8844,open,small_green,Pharmacy
"34.17237200,-118.44907100",CVS Pharmacy #05483,5601 Van Nuys Blvd,Sherman Oaks,CA,914014603,818-781-0569,open,small_green,Pharmacy
"33.82783800,-118.35302800",WalMart Pharmacy 10-5874,22015 Hawthorne Blvd,Torrance,CA,905037006,310-750-1189,open,small_green,Pharmacy
"34.42469500,-117.37032600",WalMart Pharmacy 10-4340,13401 Main St,Hesperia,CA,923459123,760-244-7035,open,small_green,Pharmacy
"38.00366100,-121.29216400",WALMART PHARMACY 10-3022,1189 E March Ln,Stockton,CA,952103545,209-235-1264,open,small_green,Pharmacy
"37.66437000,-120.97629500",WalMart Pharmacy 10-3046,1421 Coffee Rd,Modesto,CA,953553170,209-222-5616,open,small_green,Pharmacy
"36.83823400,-119.67716300",MixMed Pharmacy,2101 Herndon Ave Ste 102,Clovis,CA,936116300,559-298-0600,open,small_green,Pharmacy
"34.23523700,-118.44860900",WalMart Pharmacy 10-5605,14530 Nordhoff St,Panorama City,CA,914021811,818-672-0147,open,small_green,Pharmacy
"37.72933100,-121.92919800",WalMart Pharmacy 10-5610,9100 Alcosta Blvd,San Ramon,CA,945833857,925-364-9217,open,small_green,Pharmacy
"33.81934800,-117.90779100",WalMart Pharmacy 10-5640,1120 S Anaheim Blvd,Anaheim,CA,928055810,657-208-5384,open,small_green,Pharmacy
"38.88859600,-121.29260100",WalMart Pharmacy 10-5979,255 Lincoln Blvd,Lincoln,CA,956481880,916-209-5176,open,small_green,Pharmacy
"38.61722400,-121.39908900",WalMart Pharmacy 10-5982,2700 Marconi Ave,Sacramento,CA,958214914,916-576-7319,open,small_green,Pharmacy
"38.74362300,-121.22475500",WalMart Pharmacy 10-5980,4080 Douglas Blvd,Granite Bay,CA,957465900,916-380-3262,open,small_green,Pharmacy
"34.06744800,-118.40744900",PHARMACY 90210,9735 WILSHIRE BLVD SUITE 110,BEVERLY HILLS,CA,90212,310-777-2000,open,small_green,Pharmacy
"34.25392300,-118.81084700",CVS Pharmacy #10026,591 Country Club Dr Ste C,Simi Valley,CA,930657691,805-584-2053,open,small_green,Pharmacy
"37.78464400,-122.40376300",CVS Pharmacy #17623,789 Mission St,San Francisco,CA,94103,415-343-6273,open,small_green,Pharmacy
"34.04878000,-118.26079000",CVS Pharmacy #17631,735 S Figueroa St,Los Angeles,CA,90017,213-330-4544,open,small_green,Pharmacy
"33.06965600,-117.06608300",CVS Pharmacy #17644,280 E Via Rancho Pkwy,Escondido,CA,92025,760-705-9020,open,small_green,Pharmacy
"37.41575400,-121.95404200",CVS Pharmacy #00422,4110 N 1st St,San Jose,CA,951341513,408-434-1839,open,small_green,Pharmacy
"34.03435700,-117.31462100",Walgreens #12841,22456 Barton Rd,Grand Terrace,CA,923135009,909-824-2619,open,small_green,Pharmacy
"34.10821400,-117.35230800",Walgreens #11989,918 E Foothill Blvd,Rialto,CA,923765366,909-746-0131,open,small_green,Pharmacy
"32.74218300,-117.04322600",Walgreens #12915,7195 Broadway,Lemon Grove,CA,919451408,619-433-0172,open,small_green,Pharmacy
"37.93912200,-121.24443800",Walgreens #12549,2040 E Mariposa Rd,Stockton,CA,952057736,209-465-4167,open,small_green,Pharmacy
"33.91932900,-116.94787400",Loma Linda University - Highland Springs Pharmacy,81 S. Highland Springs Ave Suite 90,Beaumont,CA,92223,951-849-3378,not participating,measle_white,Pharmacy
"38.71530200,-121.36617400",Antelope Pharmacy,4207 Elverta Rd Ste 109,Antelope,CA,95843,916-729-6881,not participating,measle_white,Pharmacy
"33.71601400,-117.98954200",CVS Pharmacy #07088,16961 Beach Blvd,Huntington Beach,CA,926474808,714-841-3591,open,small_green,Pharmacy
"37.74411900,-122.45323600",CVS Pharmacy #01983,701 Portola Dr,San Francisco,CA,941271209,415-504-6043,open,small_green,Pharmacy
"38.52442000,-121.44700900",Kim Pharmacy #3,5026 Fruitridge Rd Ste 3,Sacramento,CA,958205302,916-469-9813,not participating,measle_white,Pharmacy
"34.24998400,-117.18938700",Pharmacy of the Woods,28200 Highway 189 Ste N-150,Lake Arrowhead,CA,92352,909-336-3999,not participating,measle_white,Pharmacy
"35.88466200,-119.27168900",United Health Centers Pharmacy Earlimart,476 E Washington Ave,Earlimart,CA,93219,661-849-2781,open,small_green,Pharmacy
"34.04427000,-118.37661000",Peticub,1804 S La Cienega Blvd # 102,Los Angeles,CA,900354670,310-839-7387,not participating,measle_white,Pharmacy
"34.15610400,-118.48334700",ENCINO FAMILY PHARMACY,16060 VENTURA BLVD UNIT 109,ENCINO,CA,91436,818-387-8119,unknown,small_yellow,Pharmacy
"34.91892000,-120.41948800",WalMart Pharmacy 10-5658,2240 S Bradley Rd,Santa Maria,CA,934551348,805-348-4956,open,small_green,Pharmacy
"34.10718300,-117.62901700",WalMart Pharmacy 10-5691,1445 E Foothill Blvd,Upland,CA,917864054,909-942-4936,open,small_green,Pharmacy
"32.77396100,-117.00787000",WalMart Pharmacy 10-5684,8810 Grossmont Blvd,La Mesa,CA,919429027,619-403-5397,open,small_green,Pharmacy
"34.01786400,-118.30929600",Qualicare Pharmacy Services,3779 s western ave,Los Angeles,CA,90018,323-731-4004,not participating,measle_white,Pharmacy
"32.58680600,-117.08935900",WalMart Pharmacy 10-5938,575 Saturn Blvd,San Diego,CA,921544731,619-205-6147,open,small_green,Pharmacy
"34.05244100,-117.18095200",Cajon Pharmacy,232 Cajon St Ste A,Redlands,CA,92373,909-792-4922,open,small_green,Pharmacy
"34.47098800,-117.24169700",Jonathan's Pharmacy,19341 Bear Valley Rd Ste 103,Apple Valley,CA,923085152,760-983-2599,open,small_green,Pharmacy
"34.06473900,-118.09965200",PAYLESS PHARMACY III,3109 Del Mar Ave,Rosemead,CA,917702366,626-288-2878,open,small_green,Pharmacy
"34.16879800,-118.11507600",GRACE PHARMACY,1724 E Washington Blvd,Pasadena,CA,911042751,818-957-5555,not participating,measle_white,Pharmacy
"34.09814400,-118.32665500",Walgreens #15278,1501 Vine St,Los Angeles,CA,900287304,323-467-7916,open,small_green,Pharmacy
"33.80131300,-117.94213600",WalMart Pharmacy 10-5639,10912 Katella Ave,Anaheim,CA,928048110,714-620-3827,open,small_green,Pharmacy
"33.92812400,-118.14870300",WalMart Pharmacy 10-5603,12270 Paramount Blvd,Downey,CA,902423549,562-861-0479,open,small_green,Pharmacy
"38.66260400,-121.32489800",WalMart Pharmacy 10-5981,6005 Madison Ave,Carmichael,CA,956080521,916-534-1162,open,small_green,Pharmacy
